filepath,start_time,end_time
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA18916.ogg,1.0,3.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA20027.ogg,0.0,2.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA20037.ogg,0.0,3.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA20037.ogg,137.4,137.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA20037.ogg,141.9,143.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA28885.ogg,0.0,3.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA28885.ogg,19.4,20.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,70.5,73.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,73.5,76.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,76.3,82.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,82.3,92.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,92.5,102.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,102.8,104.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,104.7,108.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,109.0,109.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,110.1,110.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,111.1,113.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34402.ogg,113.5,114.29
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,26.0,29.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,30.0,37.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,37.7,49.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,49.9,51.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,51.3,53.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,53.8,56.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,56.5,57.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,57.6,60.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34428.ogg,60.2,60.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,39.2,42.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,42.9,47.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,47.5,50.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,51.0,52.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,52.6,53.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,53.8,56.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,56.9,58.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,59.0,60.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,60.6,61.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,61.6,63.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,64.0,64.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,64.9,69.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,70.1,73.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,73.2,74.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,74.7,76.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,76.9,79.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,80.0,80.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,81.1,81.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,82.0,85.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,85.8,87.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,87.4,88.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,88.5,89.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,89.5,90.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,90.4,91.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,91.2,92.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34456.ogg,92.1,93.066
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,27.0,28.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,29.6,30.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,33.0,34.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,34.7,36.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,37.8,38.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,38.3,39.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,39.1,39.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,39.9,40.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,41.2,42.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,43.1,44.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,44.2,44.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,45.0,45.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,46.5,47.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,48.6,50.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,51.6,55.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,56.2,57.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,58.1,59.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,60.0,62.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,62.5,68.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,68.6,70.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,70.1,71.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,72.1,73.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,73.2,74.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,74.2,74.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,75.1,76.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,76.1,77.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34622.ogg,77.2,77.866
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,52.5,54.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,55.3,55.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,56.2,56.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,58.1,59.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,59.6,63.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,65.0,69.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,69.6,71.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,71.5,73.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,73.3,76.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,76.5,78.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,78.8,81.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,81.3,82.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,82.8,84.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,85.2,86.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,86.2,87.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,87.3,88.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,88.1,89.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,89.1,89.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA34678.ogg,90.0,90.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,65.8,69.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,69.2,70.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,72.4,77.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,77.1,78.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,78.0,80.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,81.8,86.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,87.1,89.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,91.3,94.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,97.5,98.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,98.5,99.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,99.5,100.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,100.4,100.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,101.2,101.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35126.ogg,102.0,102.95
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,129.0,129.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,130.1,132.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,134.3,134.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,134.9,136.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,136.6,137.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,137.9,139.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,140.5,146.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,147.3,148.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,150.2,151.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,151.7,152.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,153.2,154.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,154.8,158.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,159.4,161.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,163.3,164.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,165.9,167.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,168.3,171.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,172.5,173.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,173.9,176.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,177.1,180.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,182.1,182.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,183.4,185.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,189.6,193.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,195.1,202.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,202.8,204.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,210.3,213.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,213.7,216.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,219.1,221.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,225.3,226.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,226.2,227.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,227.3,228.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,228.2,228.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,229.0,229.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35128.ogg,229.8,230.462
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,134.4,135.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,138.8,140.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,141.3,143.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,145.5,145.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,146.0,148.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,149.3,153.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,155.0,159.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,159.6,160.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,160.8,161.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,163.2,166.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,168.1,168.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,169.8,173.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,174.8,177.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,178.1,181.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,183.7,186.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,189.4,189.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,190.4,192.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,196.4,197.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,197.4,198.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,198.4,199.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,199.3,199.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,200.0,200.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35133.ogg,201.1,201.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,123.1,125.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,125.2,126.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,127.7,133.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,135.0,137.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,139.3,140.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,141.8,143.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,144.6,147.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,148.2,149.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,149.7,151.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,152.5,157.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,158.8,162.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,163.4,164.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,168.6,171.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,172.3,174.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,178.2,180.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,182.2,183.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,183.9,186.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,187.5,189.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,190.9,195.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,196.9,199.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,203.0,203.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,204.0,204.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,205.0,205.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,205.9,206.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35140.ogg,206.6,208.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,120.9,122.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,122.7,124.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,124.9,125.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,127.4,128.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,128.6,131.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,133.1,133.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,134.1,134.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,134.9,135.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,135.9,136.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,137.9,140.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,141.0,141.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,142.2,142.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,145.8,147.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,148.4,149.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,149.3,150.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,151.6,152.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,152.6,154.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,156.2,157.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,157.4,157.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,159.4,161.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,161.2,161.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,161.7,162.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,162.4,163.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,165.5,166.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,166.8,167.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,177.5,178.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,190.5,191.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,191.4,194.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,196.7,198.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,199.2,200.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,203.2,205.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,210.8,212.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,214.6,216.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,222.4,222.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,223.0,224.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,225.2,225.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,245.6,248.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,248.9,249.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,250.5,252.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,252.4,253.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,253.2,254.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,257.0,258.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,259.4,259.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,260.9,262.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,262.5,263.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,263.2,265.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,267.7,269.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,272.2,273.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,273.2,274.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,274.2,275.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,275.1,275.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,275.8,276.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35146.ogg,276.6,277.574
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,143.5,144.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,146.0,146.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,146.8,148.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,149.9,151.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,151.7,153.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,153.9,156.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,157.3,158.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,160.3,161.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,162.3,165.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,170.8,173.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,174.8,175.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,176.4,178.2
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,178.5,181.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,182.4,183.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,184.5,188.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,189.4,193.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,194.7,197.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,199.6,200.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,203.8,207.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,208.6,211.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,213.2,215.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,217.0,219.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,220.3,222.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,223.7,225.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,226.6,227.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,228.9,231.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,232.6,235.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,238.2,239.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,239.2,240.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,240.2,241.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,241.1,241.6
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,241.8,242.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35148.ogg,242.6,243.266
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,124.8,126.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,128.5,131.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,132.8,134.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,135.7,136.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,137.6,143.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,145.0,145.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,146.9,147.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,148.1,148.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,149.0,150.5
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,150.8,154.1
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,155.0,156.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,158.3,161.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,162.9,164.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,165.2,170.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,171.0,172.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,174.7,176.3
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,176.5,177.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,179.1,179.7
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,182.5,184.8
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,187.0,187.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,190.1,191.9
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,194.0,196.4
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,198.1,200.0
/home/jupyter/gcs_mount/raw_data/train_audio/50186/CSA35149.ogg,200.3,202.7
